"","DWpM","WWpM","PDW","BD"
"SL18-LD-4-FG2",-0.0213633050255419,-0.406089102336872,0.0979994477088274,-12.3764110586294
"SL18-LD-5-FG1",-0.0516096354855254,-0.643502819171149,0.00579855226892142,-20.7026384787805
"SL18-NL-10-FG3",-0.0379407793226525,-0.412433268446127,-0.0184467619961832,-6.32636030826679
"SL18-NL-3-FG2",-0.00726503950450598,0.403266874829992,-0.113190161126336,12.4767923480235
"SL18-OI-5-FG5",-0.10439417668606,-1.2136541249143,0.137788072417024,-11.4720759736014
"SL18-NC-11-FG1",-0.105949915249628,-0.969485688017302,-0.0331749065301247,-11.3070787906383
"SL18-CC-11-FG3",0.208240612328826,2.59421905831188,-0.12394874144318,67.5714097576284
"SL18-CC-1-FG3",-0.0429812806994247,-0.401438631125021,0.0476354740948891,-0.129697709174044
"SL18-OD-5-FG3",-0.0587835587857431,-0.541983242478175,-0.0280049077050995,-4.34889174790188
"SL18-LL-9-FG6",-0.115257441681882,-1.20557104568536,-0.0624308879695479,1.1678034039508
"SL18-OI-15-FG2",0.0627417012072726,0.603173304197515,0.0644406599112955,27.6419107475588
"SA18-CB-5-FG4",0.00676562538935146,-0.07462208343412,0.0282846625295357,-16.5084491455267
"SL18-OI-4-FG2",0.16446278110772,1.00178510674409,0.169849874296639,50.4997177446246
"SL18-CC-8-FG2",0.0285192757740114,0.512831250198862,-0.110588027937291,3.78368835975543
"SL18-OI-6-FG3",0.153246950060322,1.01583617595417,0.569004949083852,-8.17353689015628
"SL18-CC-9-FG3",-0.0218111939711853,-0.0878317759059772,-0.0332947204118934,-3.14321528591789
"SL18-NC-9-FG2",-0.0632278891229362,-0.635573378637396,0.0769459025380037,-5.26715403293012
"SL18-LD-9-FG4",-0.0106919991709781,-0.213863350074612,0.0225406703538482,-3.44811325071377
"SL18-OI-9-FG4",0.00618713439102286,-0.272912339156376,0.110914460831286,7.87809765147144
"SL18-CC-6-FG2",-0.0261904254302283,-0.0876256207364371,-0.119303020176348,-6.04389822324318
"SL18-NC-1-FG1",-0.077667521353858,-0.717187820013347,-0.0516137892881587,-6.67645741486418
"SA18-CB-5-FG6",0.0191872933148648,0.128565843856738,0.0195659971889375,-19.2152066989322
"SL18-CC-6-FG1",-0.063427961266222,-0.632432601742727,-0.0641273522742363,-11.8412643509855
"SL18-JS-5-FG2",-0.080347683493883,-0.475836025694265,-0.159271775407336,-20.5127295008366
"SL18-CC-10-FG4",0.068144326945441,0.52906188056659,0.040517037236636,-3.95623480322797
"SL18-NC-5-FG3",-0.0902064528790124,-0.779172786387181,-0.112987925657613,-3.78082053936439
"SL18-OI-16-FG2",-0.0628633322532626,-0.584201063306969,0.0667871314461521,7.79733971517422
"SL18-SF-13-MG2",0.0664079107269303,0.560522265956842,0.105650664710967,16.8512697010923
"SL18-LD-10-MG1",0.015229378052598,0.179416650257917,0.0202265996062472,10.447469848094
"SL18-LL-9-MG1",-0.0647241776991196,-0.85528741195473,0.0523423052108965,-30.8223567753492
