Plot #,Number,Blade Length (cm),Blade Width Max,Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),Wet Weight (g),Dry Weight (g),% Dry Weight,Holdfast (Y/N),Stipe Hollow (Y/N),Bullations (Y/N),Fouling (Y/N),Sorrus Tissue (Y/N),Grazing (Y/N),Comments
S1,1,108.7,25.3,0.67,45,7.82,221.86,22.03,9.929685387,,,No,Yes,Yes,Yes,
S1,2,176.7,25.5,0.81,39.9,5.95,229.95,25.02,10.88062622,,,No,Yes,Yes,Yes,
S1,3,143,25.3,0.88,30.8,6.79,152.83,14.83,9.703592227,,,No,Yes,No,Yes,
S1,4,169,22.9,1.23,36.1,6.74,199.99,20.46,10.23051153,,,No,Yes,Yes,Yes,
S1,5,171.2,15,0.94,12.3,5.94,133.08,14.05,10.55755936,,,No,Yes,No,Yes,
S2,1,,,,,,,,,,,,,,,
S2,2,,,,,,,,,,,,,,,
S2,3,,,,,,,,,,,,,,,
S2,4,,,,,,,,,,,,,,,
S2,5,,,,,,,,,,,,,,,
S3,1,316,20.4,0.65,51.1,7.89,285,30.72,10.77894737,,,No,Yes,Yes,Yes,
S3,2,274,18,0.62,70.4,6.95,268.04,32.28,12.04297866,,,No,Yes,No,Yes,
S3,3,116.6,17.1,0.68,63.9,7.31,120.01,12.43,10.35747021,,,No,Yes,No,Yes,
S3,4,207.1,12.3,0.65,25.2,5.4,132.95,13.49,10.14667168,,,No,Yes,No,Yes,
S3,5,73.9,11.7,0.58,19.5,4.36,27.1,2.87,10.5904059,,,No,Yes,No,Yes,
S4,1,152.1,25.5,0.93,66.1,8.62,207.82,20.76,9.989413916,,,Yes,Yes,Yes,No,
S4,2,172.3,24.5,0.88,79.6,8.97,218.33,41.47,18.99418312,,,Yes,Yes,Yes,No,
S4,3,152.6,27.4,0.84,60.7,9.25,183.85,17.22,9.366331248,,,Yes,Yes,Yes,No,
S4,4,146.2,21.7,0.76,55.7,8.79,138.8,14.26,10.27377522,,,Yes,Yes,Yes,No,
S4,5,178.6,22.6,0.91,86,9.73,232.17,22.79,9.816083043,,,Yes,Yes,Yes,No,
S5,1,,,,,,,,,,,,,,,
S5,2,,,,,,,,,,,,,,,
S5,3,,,,,,,,,,,,,,,
S5,4,,,,,,,,,,,,,,,
S5,5,,,,,,,,,,,,,,,
S6,1,164,15.3,0.79,53.4,7.43,162.58,14.68,9.02940091,,,No,Yes,Yes,Yes,
S6,2,188.2,12,1.11,42.3,6.43,167.04,14.7,8.800287356,,,No,Yes,No,Yes,
S6,3,217.1,22.7,1.15,29.1,5.89,277.15,30.37,10.957965,,,Yes,Yes,Yes,Yes,
S6,4,271.4,21.6,1.14,19.2,6.3,465.94,49.52,10.62797785,,,No,Yes,Yes,Yes,
S6,5,238.2,24.2,0.94,50,8.19,323.57,36.22,11.19386841,,,No,Yes,Yes,Yes,
S7,1,,,,,,,,,,,,,,,
S7,2,,,,,,,,,,,,,,,
S7,3,,,,,,,,,,,,,,,
S7,4,,,,,,,,,,,,,,,
S7,5,,,,,,,,,,,,,,,
S8,1,200.6,17.2,0.88,52.9,7.39,217.2,22.61,10.40976059,,,No,Yes,No,No,
S8,2,125.1,18.9,0.74,19.3,7.19,149.5,15.97,10.68227425,,,No,Yes,Yes,No,
S8,3,110.1,17.8,0.63,12.2,5.2,78.1,5.66,7.247119078,,,No,Yes,No,No,
S8,4,59,21.8,0.81,56.2,7.74,106.3,9.59,9.021636877,,,No,No,No,No,broken blade
S8,5,150.8,19.5,0.84,18.3,6.16,163.48,15.8,9.6647908,,,No,Yes,No,No,
S9,1,130.7,16.6,0.48,9.6,4.47,116.99,11.84,10.12052312,,,No,Yes,No,No,no holdfast
S9,2,120.1,13.9,0.72,6.1,4.13,85.44,8.52,9.971910112,,,No,Yes,No,Yes,
S9,3,120.7,13.1,0.48,8.5,5.26,92.19,8.87,9.621433995,,,No,Yes,No,No,
S9,4,166.2,14.8,0.81,15.4,6.01,147.32,13.83,9.387727396,,,No,Yes,No,No,
S9,5,141,14.1,0.81,15.2,5.6,127.16,11.69,9.193142498,,,No,Yes,No,No,
S10,1,216,28,0.95,54,8.8,362,37.74,10.42541436,,,No,Yes,Yes,Yes,
S10,2,154,28,0.72,37,7.04,184.5,20.04,10.86178862,,,No,Yes,Yes,Yes,
S10,3,95,22,0.95,48.5,9,116.6,10.55,9.048027444,,,No,Yes,No,Yes,
S10,4,42,25.1,0.85,44.5,6.9,46,4.43,9.630434783,,,No,Yes,No,Yes,
S10,5,90.5,21,0.78,40,7.61,93.8,10.6,11.30063966,,,No,Yes,No,Yes,
S11,1,332.5,16.3,0.92,30.1,6.3,265.43,27.92,10.51878085,,,No,Yes,No,No,
S11,2,285.7,9.5,0.87,30.3,4.67,147.28,14.06,9.546442151,,,No,Yes,No,No,
S11,3,315.1,10.2,0.84,22.8,4.77,188.38,21.94,11.64667162,,,No,Yes,No,No,
S11,4,308,8.4,0.81,43.6,5.33,141.22,13.93,9.86404192,,,No,Yes,No,No,
S11,5,343.6,14.4,0.89,32.5,6.7,301.9,32.94,10.91089765,,,No,Yes,No,No,
S12,1,,,,,,,,,,,,,,,
S12,2,,,,,,,,,,,,,,,
S12,3,,,,,,,,,,,,,,,
S12,4,,,,,,,,,,,,,,,
S12,5,,,,,,,,,,,,,,,
S13,1,166.8,26,0.64,8,4.57,197.3,21.62,10.95793208,,,Yes,Yes,Yes,Yes,
S13,2,182.6,20.5,0.83,19.2,5.98,271.06,30.32,11.18571534,,,No,Yes,No,Yes,
S13,3,97,17.1,0.51,14.1,4.96,100.65,9.32,9.259811227,,,No,Yes,No,Yes,
S13,4,118.5,13.4,0.56,5.8,3.06,65.2,7.2,11.04294479,,,No,Yes,No,Yes,
S13,5,163.1,21.9,0.67,13.9,5.04,222.57,22.68,10.19005257,,,No,Yes,Yes,Yes,
S14,1,,,,,,,,,,,,,,,
S14,2,,,,,,,,,,,,,,,
S14,3,,,,,,,,,,,,,,,
S14,4,,,,,,,,,,,,,,,
S14,5,,,,,,,,,,,,,,,
S15,1,,,,,,,,,,,,,,,
S15,2,,,,,,,,,,,,,,,
S15,3,,,,,,,,,,,,,,,
S15,4,,,,,,,,,,,,,,,
S15,5,,,,,,,,,,,,,,,
S16,1,90,12.2,1.01,23.2,5.54,65.7,5.72,8.706240487,,,No,Yes,Yes,No,
S16,2,163.63,39.6,0.96,13.5,5.51,397.29,57.64,14.50829369,,,No,Yes,Yes,No,
S16,3,140.8,40.4,0.79,6.5,6.46,291.03,40.15,13.79582861,,,No,Yes,Yes,No,broken stipe
S16,4,178.7,40,0.93,5.5,2.77,390.11,50.55,12.95788367,,,No,Yes,Yes,No,broken stipe
S16,5,120.9,35.4,0.78,9.7,5.58,210.23,27.46,13.0618846,,,No,Yes,Yes,No,
S17,1,,,,,,,,,,,,,,,
S17,2,,,,,,,,,,,,,,,
S17,3,,,,,,,,,,,,,,,
S17,4,,,,,,,,,,,,,,,
S17,5,,,,,,,,,,,,,,,
S18,1,287.9,12.6,0.82,23.5,5.09,147.37,20.48,13.89699396,,,No,Yes,Yes,Yes,
S18,2,327.2,11.8,0.88,30.1,5.4,167.87,26.83,15.98260559,,,No,Yes,No,Yes,
S18,3,313.8,15,0.94,15.9,5.46,193.07,28.61,14.81845963,,,No,Yes,Yes,Yes,
S18,4,279.4,12,0.88,29.4,5.75,178.7,22.02,12.32232792,,,No,Yes,No,Yes,
S18,5,354.43,11,0.76,26.6,4.71,191.74,28.36,14.79086263,,,No,Yes,No,Yes,
S19,1,,,,,,,,,,,,,,,
S19,2,,,,,,,,,,,,,,,
S19,3,,,,,,,,,,,,,,,
S19,4,,,,,,,,,,,,,,,
S19,5,,,,,,,,,,,,,,,
Check3,1,,,,,,,,,,,,,,,
Check3,2,,,,,,,,,,,,,,,
Check3,3,,,,,,,,,,,,,,,
Check3,4,,,,,,,,,,,,,,,
Check3,5,,,,,,, ,,,,,,,,
S20,1,123.4,18.6,1.07,22.6,7.59,126.4,11.49,9.090189873,,,No,Yes,Yes,No,
S20,2,146.1,15.9,1.1,10.3,5.98,187.94,18.22,9.694583378,,,No,Yes,Yes,No,
S20,3,133.9,13.7,1.3,16.2,7.56,131.3,11.12,8.469154608,,,No,Yes,Yes,No,
S20,4,107.6,18.8,1.29,20.2,8.75,158.03,15.15,9.586787319,,,No,Yes,Yes,No,
S20,5,104.1,11.5,1.24,21.9,7.3,111.28,9.39,8.438173976,,,No,Yes,No,No,
S21,1,301.9,8.5,0.9,6.9,3.54,135.42,14.66,10.82557968,,,No,Yes,Yes,Yes,
S21,2,279.9,8.9,1.05,10.9,3.76,127.27,12.58,9.884497525,,,No,Yes,No,Yes,
S21,3,312.1,11.5,0.98,16.3,4.33,230.45,25.59,11.10436103,,,Yes,Yes,Yes,Yes,
S21,4,274.9,8.1,0.99,14.4,3.72,124.15,12.76,10.27788965,,,No,Yes,Yes,Yes,
S21,5,309.4,10.5,1,6,3.88,177.92,17.81,10.01011691,,,Yes,Yes,Yes,Yes,
S22,1,,,,,,,,,,,,,,,
S22,2,,,,,,,,,,,,,,,
S22,3,,,,,,,,,,,,,,,
S22,4,,,,,,,,,,,,,,,
S22,5,,,,,,,,,,,,,,,
S23,1,,,,,,,,,,,,,,,
S23,2,,,,,,,,,,,,,,,
S23,3,,,,,,,,,,,,,,,
S23,4,,,,,,,,,,,,,,,
S23,5,,,,,,,,,,,,,,,
S24,1,,,,,,,,,,,,,,,
S24,2,,,,,,,,,,,,,,,
S24,3,,,,,,,,,,,,,,,
S24,4,,,,,,,,,,,,,,,
S24,5,,,,,,,,,,,,,,,
S25,1,,,,,,,,,,,,,,,
S25,2,,,,,,,,,,,,,,,
S25,3,,,,,,,,,,,,,,,
S25,4,,,,,,,,,,,,,,,
S25,5,,,,,,,,,,,,,,,
S26,1,113.5,17.6,0.99,7.5,4.72,119.3,11.91,9.983235541,,,No,Yes,No,Yes,
S26,2,121.1,15.8,0.94,18.6,6.35,97.8,8.47,8.660531697,,,No,Yes,No,Yes,
S26,3,122.2,15.7,0.64,22.1,6.82,117.22,10.24,8.73571063,,,No,Yes,No,Yes,
S26,4,146.6,14.8,0.92,11.9,5.89,151.08,13.66,9.041567382,,,No,Yes,No,Yes,
S26,5,183.8,15.4,1.12,13.2,5.08,287.68,27.01,9.388904338,,,No,Yes,No,Yes,
S27,1,,,,,,,,,,,,,,,
S27,2,,,,,,,,,,,,,,,
S27,3,,,,,,,,,,,,,,,
S27,4,,,,,,,,,,,,,,,
S27,5,,,,,,,,,,,,,,,
S28,1,186,24,1.3,11.5,5.08,334.7,32.76,9.787869734,,,No,Yes,No,Yes,
S28,2,120,16.5,1.3,4.5,4.25,148.5,13.95,9.393939394,,,No,Yes,No,Yes,
S28,3,140,20.2,1.25,11.5,5.1,221.91,21.69,9.774232797,,,No,Yes,No,Yes,
S28,4,172,21,1.22,14,5.4,263.23,25.63,9.736732135,,,No,Yes,No,Yes,
S28,5,129,18,1.3,12,5.7,157.1,15.23,9.694462126,,,No,Yes,No,Yes,
S29,1,,,,,,,,,,,,,,,
S29,2,,,,,,,,,,,,,,,
S29,3,,,,,,,,,,,,,,,
S29,4,,,,,,,,,,,,,,,
S29,5,,,,,,,,,,,,,,,
S30,1,,,,,,,,,,,,,,,
S30,2,,,,,,,,,,,,,,,
S30,3,,,,,,,,,,,,,,,
S30,4,,,,,,,,,,,,,,,
S30,5,,,,,,,,,,,,,,,
S31,1,,,,,,,,,,,,,,,
S31,2,,,,,,,,,,,,,,,
S31,3,,,,,,,,,,,,,,,
S31,4,,,,,,,,,,,,,,,
S31,5,,,,,,,,,,,,,,,
S32,1,,,,,,,,,,,,,,,
S32,2,,,,,,,,,,,,,,,
S32,3,,,,,,,,,,,,,,,
S32,4,,,,,,,,,,,,,,,
S32,5,,,,,,,,,,,,,,,
S33,1,,,,,,,,,,,,,,,
S33,2,,,,,,,,,,,,,,,
S33,3,,,,,,,,,,,,,,,
S33,4,,,,,,,,,,,,,,,
S33,5,,,,,,,,,,,,,,,
Check2,1,,,,,,,,,,,,,,,
Check2,2,,,,,,,,,,,,,,,
Check2,3,,,,,,,,,,,,,,,
Check2,4,,,,,,,,,,,,,,,
Check2,5,,,,,,,,,,,,,,,
S34,1,,,,,,,,,,,,,,,
S34,2,,,,,,,,,,,,,,,
S34,3,,,,,,,,,,,,,,,
S34,4,,,,,,,,,,,,,,,
S34,5,,,,,,,,,,,,,,,
S35,1,,,,,,,,,,,,,,,
S35,2,,,,,,,,,,,,,,,
S35,3,,,,,,,,,,,,,,,
S35,4,,,,,,,,,,,,,,,
S35,5,,,,,,,,,,,,,,,
S36,1,,,,,,,,,,,,,,,
S36,2,,,,,,,,,,,,,,,
S36,3,,,,,,,,,,,,,,,
S36,4,,,,,,,,,,,,,,,
S36,5,,,,,,,,,,,,,,,
S37,1,,,,,,,,,,,,,,,
S37,2,,,,,,,,,,,,,,,
S37,3,,,,,,,,,,,,,,,
S37,4,,,,,,,,,,,,,,,
S37,5,,,,,,,,,,,,,,,
S38,1,150.5,12.1,1.39,15.9,6.05,93.42,7.84,8.392207236,,,No,Yes,No,Yes,
S38,2,155.3,16.5,0.98,13.3,4.93,122.68,11.88,9.683730029,,,Yes,Yes,Yes,Yes,
S38,3,151.2,16.8,0.83,9.7,4.93,158.18,15.28,9.659881148,,,Yes,Yes,Yes,Yes,
S38,4,179.2,16.5,0.86,9.9,4.78,177.35,17.49,9.861855089,,,Yes,Yes,Yes,Yes,
S38,5,182.6,14.5,1.04,11.8,4.1,185.69,17.63,9.494318488,,,Yes,Yes,Yes,Yes,
S39,1,,,,,,,,,,,,,,,
S39,2,,,,,,,,,,,,,,,
S39,3,,,,,,,,,,,,,,,
S39,4,,,,,,,,,,,,,,,
S39,5,,,,,,,,,,,,,,,
S40,1,,,,,,,,,,,,,,,
S40,2,,,,,,,,,,,,,,,
S40,3,,,,,,,,,,,,,,,
S40,4,,,,,,,,,,,,,,,
S40,5,,,,,,,,,,,,,,,
S41,1,,,,,,,,,,,,,,,
S41,2,,,,,,,,,,,,,,,
S41,3,,,,,,,,,,,,,,,
S41,4,,,,,,,,,,,,,,,
S41,5,,,,,,,,,,,,,,,
S42,1,,,,,,,,,,,,,,,
S42,2,,,,,,,,,,,,,,,
S42,3,,,,,,,,,,,,,,,
S42,4,,,,,,,,,,,,,,,
S42,5,,,,,,,,,,,,,,,
S43,1,161.6,8.5,0.89,14.1,3.97,68.98,6.89,9.988402435,,,No,Yes,No,No,
S43,2,141.6,13.6,0.91,16.8,5.64,72.48,6.93,9.561258278,,,No,Yes,No,No,
S43,3,136.4,10,1,20.6,6.1,72.17,6.4,8.867950672,,,No,Yes,No,No,
S43,4,180.5,14,0.87,6.6,3.63,111.2,12.59,11.32194245,,,No,Yes,Yes,No,
S43,5,142.5,13,0.73,8.7,4.39,64.71,5.9,9.117601607,,,No,Yes,No,No,
S44,1,100.3,21.5,0.52,17.8,5.45,76.5,7.89,10.31372549,,,No,Yes,No,Yes,hm
S44,2,95.3,20.5,0.58,28.9,5.98,82.08,7.94,9.673489279,,,No,Yes,No,Yes,cut
S44,3,163.1,28.6,0.76,39.9,6.7,199.6,20.32,10.18036072,,,No,Yes,Yes,Yes,cut
S44,4,75.4,14.1,1.27,43.9,6.68,52.9,4.95,9.357277883,,,No,Yes,No,Yes,
S44,5,124.6,26.1,0.68,19.4,5.2,113.4,11.67,10.29100529,,,No,Yes,No,Yes,
S45,1,,,,,,, ,,,,,,,,
S45,2,,,,,,,,,,,,,,,
S45,3,,,,,,,,,,,,,,,
S45,4,,,,,,,,,,,,,,,
S45,5,,,,,,,,,,,,,,,
S46,1,,,,,,,,,,,,,,,
S46,2,,,,,,,,,,,,,,,
S46,3,,,,,,,,,,,,,,,
S46,4,,,,,,,,,,,,,,,
S46,5,,,,,,,,,,,,,,,
S47,1,,,,,,,,,,,,,,,
S47,2,,,,,,,,,,,,,,,
S47,3,,,,,,,,,,,,,,,
S47,4,,,,,,,,,,,,,,,
S47,5,,,,,,,,,,,,,,,
S48,1,,,,,,,,,,,,,,,
S48,2,,,,,,,,,,,,,,,
S48,3,,,,,,,,,,,,,,,
S48,4,,,,,,,,,,,,,,,
S48,5,,,,,,,,,,,,,,,
S49,1,,,,,,,,,,,,,,,
S49,2,,,,,,,,,,,,,,,
S49,3,,,,,,,,,,,,,,,
S49,4,,,,,,,,,,,,,,,
S49,5,,,,,,,,,,,,,,,
S50,1,,,,,,,,,,,,,,,
S50,2,,,,,,,,,,,,,,,
S50,3,,,,,,,,,,,,,,,
S50,4,,,,,,,,,,,,,,,
S50,5,,,,,,,,,,,,,,,
S51,1,,,,,,,,,,,,,,,
S51,2,,,,,,,,,,,,,,,
S51,3,,,,,,,,,,,,,,,
S51,4,,,,,,,,,,,,,,,
S51,5,,,,,,,,,,,,,,,
S52,1,,,,,,,,,,,,,,,
S52,2,,,,,,,,,,,,,,,
S52,3,,,,,,,,,,,,,,,
S52,4,,,,,,,,,,,,,,,
S52,5,,,,,,,,,,,,,,,
S53,1,,,,,,,,,,,,,,,
S53,2,,,,,,,,,,,,,,,
S53,3,,,,,,,,,,,,,,,
S53,4,,,,,,,,,,,,,,,
S53,5,,,,,,,,,,,,,,,
S54,1,202,14.5,0.9,NA,NA,142.71,16.06,11.2535912,,,No,Yes,No,Yes,no stipe
S54,2,222.5,17.5,1.07,11,3.65,213.43,28.56,13.38143654,,,No,Yes,Yes,Yes,
S54,3,222.7,13.3,1,19.6,5.15,169,19.07,11.28402367,,,No,Yes,No,Yes,
S54,4,229.1,14.9,0.88,19.7,5.27,178.84,22.74,12.71527622,,,No,Yes,Yes,Yes,
S54,5,283.6,15.8,1.03,15.1,5.31,228.11,25.95,11.37609048,,,No,Yes,Yes,Yes,
S55,1,,,,,,,,,,,,,,,
S55,2,,,,,,,,,,,,,,,
S55,3,,,,,,,,,,,,,,,
S55,4,,,,,,,,,,,,,,,
S55,5,,,,,,,,,,,,,,,
Check1,1,,,,,,,,,,,,,,,
Check1,2,,,,,,,,,,,,,,,
Check1,3,,,,,,,,,,,,,,,
Check1,4,,,,,,,,,,,,,,,
Check1,5,,,,,,,,,,,,,,,
S56,1,,,,,,,,,,,,,,,
S56,2,,,,,,,,,,,,,,,
S56,3,,,,,,,,,,,,,,,
S56,4,,,,,,,,,,,,,,,
S56,5,,,,,,,,,,,,,,,
S57,1,,,,,,,,,,,,,,,
S57,2,,,,,,,,,,,,,,,
S57,3,,,,,,,,,,,,,,,
S57,4,,,,,,,,,,,,,,,
S57,5,,,,,,,,,,,,,,,
S58,1,,,,,,,,,,,,,,,
S58,2,,,,,,,,,,,,,,,
S58,3,,,,,,,,,,,,,,,
S58,4,,,,,,,,,,,,,,,
S58,5,,,,,,,,,,,,,,,
S59,1,,,,,,,,,,,,,,,
S59,2,,,,,,,,,,,,,,,
S59,3,,,,,,,,,,,,,,,
S59,4,,,,,,,,,,,,,,,
S59,5,,,,,,,,,,,,,,,
S60,1,,,,,,,,,,,,,,,
S60,2,,,,,,,,,,,,,,,
S60,3,,,,,,,,,,,,,,,
S60,4,,,,,,,,,,,,,,,
S60,5,,,,,,,,,,,,,,,
S61,1,,,,,,,,,,,,,,,
S61,2,,,,,,,,,,,,,,,
S61,3,,,,,,,,,,,,,,,
S61,4,,,,,,,,,,,,,,,
S61,5,,,,,,,,,,,,,,,
S62,1,62.4,11.4,0.75,9.7,4.74,24.75,2.68,10.82828283,,,No,Yes,No,Yes,
S62,2,22.8,4.2,0.55,4.9,2.77,3.15,0.33,10.47619048,,,No,No,No,Yes,broken blade
S62,3,134.2,15.5,1.04,27.7,7.25,114.86,12.27,10.68257009,,,No,Yes,Yes,Yes,
S62,4,56.1,16.6,0.91,11.9,4.73,47.56,4.95,10.4079058,,,No,No,No,Yes,
S62,5,56.3,10.4,1.17,12.6,5.03,35.25,3.56,10.09929078,,,No,Yes,No,Yes,
S63,1,170,13,1.25,10,5.2,132.5,12.11,9.139622642,,,No,Yes,No,Yes,
S63,2,208,19.2,1.19,12.5,4.3,197.5,20.96,10.61265823,,,No,Yes,No,Yes,
S63,3,167,12,1.22,23,6.25,110.1,10.15,9.218891916,,,No,Yes,No,,
S63,4,170,10.5,1.14,18.5,4.9,94.1,8.59,9.12858661,,,No,Yes,No,Yes,
S63,5,166,15.2,1.26,15,6.24,133.1,13.04,9.797145004,,,No,Yes,No,Yes,
S64,1,,,,,,,,,,,,,,,
S64,2,,,,,,,,,,,,,,,
S64,3,,,,,,,,,,,,,,,
S64,4,,,,,,,,,,,,,,,
S64,5,,,,,,,,,,,,,,,
S65,1,,,,,,,,,,,,,,,
S65,2,,,,,,,,,,,,,,,
S65,3,,,,,,,,,,,,,,,
S65,4,,,,,,,,,,,,,,,
S65,5,,,,,,,,,,,,,,,
S66,1,,,,,,,,,,,,,,,
S66,2,,,,,,,,,,,,,,,
S66,3,,,,,,,,,,,,,,,
S66,4,,,,,,,,,,,,,,,
S66,5,,,,,,,,,,,,,,,
Check1,1,,,,,,,,,,,,,,,
Check1,2,,,,,,,,,,,,,,,
Check1,3,,,,,,,,,,,,,,,
Check1,4,,,,,,,,,,,,,,,
Check1,5,,,,,,,,,,,,,,,
S67,1,59.5,16,1.03,7.7,4.61,47.86,4.46,9.318846636,,,No,No,No,No,broken blade
S67,2,53.6,17.5,1.1,7.2,4.73,46.32,4.23,9.132124352,,,No,No,No,No,broken blade
S67,3,121.5,20.8,1.36,12.2,6.46,155.35,15.39,9.906662375,,,No,Yes,No,No,
S67,4,139.4,13.6,1.43,9.8,5.9,116.31,11.22,9.646633995,,,No,Yes,No,No,
S67,5,144.2,17.6,1.18,11.1,6.25,151.5,14.32,9.452145215,,,No,Yes,No,No,
S68,1,191.5,9.4,0.97,6.3,3.28,84.68,9.35,11.04156826,,,No,Yes,No,Yes,
S68,2,248.9,7.6,1.08,11,3.26,97.1,10.25,10.5561277,,,No,Yes,No,Yes,
S68,3,228.1,11,0.8,8.7,3.04,116.52,13.94,11.9636114,,,No,Yes,Yes,Yes,
S68,4,246.1,6.8,1.03,10,3.6,82.01,8.46,10.31581514,,,No,Yes,No,Yes,
S68,5,160.8,11.5,1.11,6.2,3.46,86.36,9.82,11.37100509,,,No,Yes,Yes,Yes,
S69,1,132.5,12.2,0.79,16.6,8.19,91.43,10.76,11.76856612,,,No,Yes,No,Yes,
S69,2,114.2,15,0.46,1.4,5.26,85.13,9.32,10.94796194,,,No,Yes,Yes,Yes,broken blade
S69,3,144.3,11.4,1,24.2,5.7,112.42,10.12,9.001956947,,,No,Yes,No,Yes,
S69,4,141.2,14.2,0.87,25.7,6.67,124.85,13.35,10.6928314,,,No,Yes,Yes,Yes,
S69,5,136.6,13,0.97,22.6,9.29,96.27,9.98,10.36667705,,,No,Yes,No,Yes,
S70,1,139.7,11.5,1.27,15,6.7,90.56,9.07,10.01545936,,,No,Yes,No,No,
S70,2,129.5,14.6,1.02,15.7,6.91,91.16,9.95,10.91487495,,,No,Yes,No,No,broken blade
S70,3,172.7,13.7,1.09,7.9,5.15,131.24,15.55,11.84852179,,,No,Yes,Yes,No,
S70,4,167.3,14.9,1.14,13.2,6.45,142.56,13.52,9.48372615,,,No,Yes,No,No,
S70,5,90.1,11.8,0.99,23.3,6.56,59.18,5.14,8.685366678,,,No,Yes,No,No,broken blade
S71,1,,,,,,,,,,,,,,,
S71,2,,,,,,,,,,,,,,,
S71,3,,,,,,,,,,,,,,,
S71,4,,,,,,,,,,,,,,,
S71,5,,,,,,,,,,,,,,,
S72,1,366.8,7.6,1.19,19.9,5.43,178.09,20.55,11.53910944,,,No,Yes,Yes,No,
S72,2,366.5,6.6,1.24,28.3,5.53,174.79,19.56,11.19057154,,,No,Yes,Yes,No,
S72,3,322.8,5.7,1.22,30,5.88,148.72,15.18,10.20710059,,,No,Yes,No,No,broken blade
S72,4,398.9,6.1,1.14,26.2,5.81,159.84,17.6,11.01101101,,,No,Yes,Yes,No,
S72,5,243.2,6.5,1.2,22,5.34,166.2,18.29,11.00481348,,,No,Yes,Yes,No,broken stipe
S73,1,,,,,,,,,,,,,,,
S73,2,,,,,,,,,,,,,,,
S73,3,,,,,,,,,,,,,,,
S73,4,,,,,,,,,,,,,,,
S73,5,,,,,,,,,,,,,,,
Check1,1,,,,,,,,,,,,,,,
Check1,2,,,,,,,,,,,,,,,
Check1,3,,,,,,,,,,,,,,,
Check1,4,,,,,,,,,,,,,,,
Check1,5,,,,,,,,,,,,,,,
S74,1,203.6,22.7,1.37,65.3,7.79,223.79,21.98,9.821707851,,,No,Yes,No,Yes,
S74,2,222.2,25.6,0.79,77.9,8.74,353.28,34.85,9.864696558,,,No,Yes,Yes,Yes,
S74,3,200,20.9,0.82,82,9.68,275.38,28.61,10.38928027,,,No,Yes,No,Yes,
S74,4,157.3,21.7,0.65,67.6,9.42,163.6,16.64,10.17114914,,,No,Yes,No,Yes,
S74,5,192.2,20.8,0.77,74.2,9.94,244.68,24.78,10.12751349,,,No,Yes,No,Yes,
S75,1,234.5,19.6,0.91,30.9,6.28,208.76,22.49,10.77313662,,,No,Yes,Yes,Yes,
S75,2,76.8,18.5,0.8,28,5.83,81.07,8.24,10.16405575,,,No,Yes,No,Yes,
S75,3,75.3,11.5,0.67,32.8,6.1,54.17,5.34,9.857854901,,,No,Yes,No,Yes,
S75,4,86.4,25.9,0.94,15.7,6.44,127.3,12.59,9.890023566,,,No,Yes,No,Yes,broken blade
S75,5,62.2,11.9,0.92,17.8,5.85,51,4.97,9.745098039,,,No,Yes,No,Yes,broken stipe
S76,1,,,,,,,,,,,,,,,
S76,2,,,,,,,,,,,,,,,
S76,3,,,,,,,,,,,,,,,
S76,4,,,,,,,,,,,,,,,
S76,5,,,,,,,,,,,,,,,
S77,1,177.5,23.3,1,35,7.2,275.5,30.02,10.89655172,,,No,Yes,Yes,Yes,
S77,2,145,31,0.94,17.7,7.15,229,25.01,10.92139738,,,No,Yes,Yes,Yes,
S77,3,144,21,0.94,23,6.3,168.7,16.76,9.934795495,,,No,Yes,No,No,
S77,4,171,28,0.93,5,4.6,242.33,30.55,12.60677588,,,No,Yes,Yes,Yes,broken stipe
S77,5,117.5,15.4,0.79,10.5,6,68.9,6.33,9.187227866,,,No,Yes,No,Yes,
S78,1,274.23,20.3,1.06,41.6,7.15,433.36,43.33,9.99861547,,,No,Yes,Yes,No,
S78,2,194.8,19.9,1.05,39,6.98,249.96,24.01,9.605536886,,,No,Yes,Yes,No,
S78,3,216.8,23.6,0.97,20.1,6.73,310.96,32.16,10.3421662,,,No,Yes,Yes,No,
S78,4,240.1,21.9,0.98,48.8,7.62,353.37,35.73,10.11121487,,,No,Yes,Yes,No,
S78,5,225.7,20.7,1.07,46.1,6.96,205.25,31.67,15.42996346,,,No,Yes,No,No,
S79,1,,,,,,, ,,,,,,,,
S79,2,,,,,,,,,,,,,,,
S79,3,,,,,,,,,,,,,,,
S79,4,,,,,,,,,,,,,,,
S79,5,,,,,,,,,,,,,,,
S80,1,156.7,16.1,1.08,26.4,5.8,165.34,14.56,8.806096528,,,No,Yes,No,Yes,
S80,2,248.8,14.2,1.17,36.7,6.62,300.18,26.72,8.901325871,,,No,Yes,Yes,Yes,
S80,3,147.2,17.5,1.14,19.5,6.07,175.7,16.61,9.453614115,,,No,Yes,Yes,Yes,
S80,4,168.2,16.2,1.17,NA,NA,181.29,14.4,7.943074632,,,No,Yes,No,Yes,no stipe
S80,5,165.7,11.9,0.99,11.4,4.13,168.57,16.05,9.521267129,,,No,Yes,No,Yes,
S81,1,,,,,,,,,,,,,,,
S81,2,,,,,,,,,,,,,,,
S81,3,,,,,,,,,,,,,,,
S81,4,,,,,,,,,,,,,,,
S81,5,,,,,,,,,,,,,,,
S82,1,,,,,,,,,,,,,,,
